traffic_volume,weather,speed,accident,congestion_level
1813,clear,47.2552,0,high
497,clear,84.0581,0,low
1777,clear,44.0379,0,high
1195,clear,64.4467,0,medium
1961,clear,44.0502,0,high
1904,snow,10.0,0,high
336,fog,56.3132,0,low
628,clear,74.4829,0,medium
195,fog,73.8129,0,low
351,clear,90.3882,0,low
1608,snow,15.3233,1,high
1807,rain,30.0064,0,high
255,fog,63.0647,0,low
1610,rain,39.1154,0,high
1986,rain,35.5063,0,high
589,rain,65.8854,0,low
1124,clear,72.3051,0,medium
963,clear,65.9328,0,medium
1455,clear,56.7757,0,high
1410,clear,60.2843,0,high
1052,fog,33.6934,0,medium
448,clear,85.5177,0,low
521,clear,90.8236,0,low
1344,clear,60.9666,0,medium
1292,clear,63.0678,0,medium
1080,clear,74.669,0,medium
1902,clear,37.9668,0,high
1639,fog,21.0198,0,high
1521,rain,38.5996,0,high
1868,clear,53.1216,0,high
796,clear,74.8025,0,medium
120,clear,103.9984,0,low
216,rain,76.1477,0,low
1534,clear,56.5235,0,high
1637,fog,22.6626,1,high
1779,rain,30.4628,0,high
1724,clear,50.4859,0,high
1311,rain,41.8496,0,medium
1336,clear,68.9985,0,medium
924,fog,51.5227,0,medium
938,fog,50.0433,0,medium
1276,clear,60.437,0,medium
386,rain,71.9794,0,low
1873,rain,39.3812,0,high
1069,rain,49.4145,0,medium
781,clear,77.4254,0,medium
1898,clear,52.4137,0,high
1487,fog,29.2802,0,high
835,clear,70.8379,0,medium
1711,snow,24.2911,1,high
935,rain,57.2813,0,medium
772,clear,69.3195,0,medium
1932,clear,32.7168,0,high
1598,clear,55.4286,0,high
676,fog,45.5861,0,medium
495,clear,81.9173,0,low
1647,clear,43.1818,0,high
1822,clear,42.4612,0,high
1126,clear,70.7316,0,medium
1528,clear,61.7738,0,high
1372,fog,39.9614,0,medium
780,fog,50.7581,0,medium
1534,fog,30.4706,0,high
626,clear,81.2332,0,medium
1984,clear,43.9363,0,high
1477,clear,60.9628,0,high
1509,rain,42.5213,0,high
1949,clear,39.0699,0,high
1446,rain,40.3429,0,high
1039,rain,47.654,0,medium
1083,clear,63.7593,0,medium
1077,clear,76.3027,0,medium
1816,rain,24.2807,1,high
1381,clear,54.3472,0,medium
453,fog,62.8979,0,low
351,rain,71.1264,0,low
870,clear,70.1458,0,medium
500,clear,89.1516,0,low
928,rain,60.2107,0,medium
1614,clear,46.3889,0,high
1911,fog,14.0488,0,high
1843,fog,16.0424,0,high
474,fog,55.4349,0,low
372,fog,64.1039,0,low
250,fog,75.8564,1,low
448,clear,95.0289,0,low
1646,clear,54.1182,0,high
619,rain,63.8975,0,medium
1465,rain,47.0513,0,high
755,clear,77.1426,0,medium
666,fog,51.9478,0,medium
1597,rain,34.4121,0,high
478,clear,87.1099,0,low
1052,clear,70.5231,0,medium
766,rain,56.1353,0,medium
1485,clear,60.0824,0,high
1093,clear,66.4769,0,medium
592,clear,83.4598,0,low
1631,clear,51.5227,0,high
367,clear,90.4153,0,low
1140,rain,51.5846,0,medium
327,fog,66.7904,1,low
387,clear,88.2458,0,low
1366,rain,42.7595,0,medium
533,clear,79.3413,0,low
675,clear,82.6664,0,medium
1909,clear,38.31,0,high
1327,clear,61.5007,0,medium
444,rain,72.8063,0,low
1710,clear,41.8081,0,high
852,clear,69.8542,0,medium
260,fog,58.1387,0,low
1391,clear,55.3169,0,medium
861,clear,76.7564,0,medium
1848,rain,40.5953,0,high
1199,clear,64.6398,0,medium
1683,rain,30.2987,0,high
1387,fog,35.0947,0,medium
720,clear,85.5219,0,medium
1568,fog,35.0328,0,high
616,clear,79.8559,0,medium
485,rain,71.1586,0,low
1783,fog,17.0415,0,high
1606,rain,39.0458,0,high
535,clear,86.3032,0,low
311,snow,49.2514,0,low
1188,clear,64.4457,0,medium
1500,clear,49.7264,0,high
355,clear,88.4022,0,low
1538,rain,41.3009,0,high
481,snow,55.8905,1,low
540,clear,86.9338,0,low
1027,clear,64.4488,0,medium
653,clear,87.1064,0,medium
987,clear,78.698,0,medium
611,clear,80.8747,0,medium
1400,clear,61.3044,0,medium
1142,clear,65.4035,0,medium
1506,clear,45.8156,0,high
1030,rain,52.0496,0,medium
1688,fog,14.6605,0,high
1087,rain,51.0939,0,medium
1756,clear,43.5194,0,high
1160,clear,58.2018,0,medium
744,clear,80.7704,0,medium
915,fog,47.4755,0,medium
554,rain,60.3312,0,low
1355,rain,42.6531,0,medium
885,clear,73.262,0,medium
1387,fog,39.1197,0,medium
624,snow,54.5879,0,medium
175,fog,67.1658,0,low
1860,clear,31.5463,0,high
649,clear,83.8371,0,medium
1258,clear,60.7115,0,medium
330,clear,89.9887,0,low
960,fog,45.7188,0,medium
507,clear,77.9409,0,low
1438,rain,36.7193,0,high
1622,clear,58.3483,0,high
360,clear,94.994,0,low
726,fog,50.8281,0,medium
1094,rain,54.8543,0,medium
738,clear,78.4791,0,medium
737,clear,75.3442,0,medium
206,clear,94.1151,0,low
1566,clear,58.0228,0,high
667,clear,81.3313,0,medium
1955,rain,28.0283,0,high
1957,rain,35.1546,0,high
478,clear,87.4468,0,low
1649,snow,10.1317,0,high
396,clear,83.353,0,low
1384,clear,64.0141,0,medium
902,clear,68.3762,0,medium
1800,clear,47.6145,0,high
714,clear,82.4186,0,medium
135,snow,62.7043,0,low
1412,clear,65.7896,0,high
1629,rain,29.5851,0,high
817,clear,74.5885,0,medium
1072,rain,52.796,0,medium
1484,clear,62.6285,0,high
487,clear,81.3504,0,low
1878,fog,14.3656,0,high
314,clear,80.6469,0,low
261,clear,83.406,0,low
1857,clear,48.414,0,high
125,clear,96.9506,0,low
1981,clear,37.7069,0,high
1585,clear,53.4826,0,high
1198,fog,41.4736,0,medium
1065,clear,64.8602,0,medium
600,clear,79.1452,0,low
1155,clear,63.1263,0,medium
484,clear,90.6447,0,low
186,rain,75.489,0,low
1924,clear,50.2928,0,high
1366,clear,51.8632,0,medium
1354,snow,26.7896,0,medium
1629,rain,35.1334,0,high
1802,clear,44.5064,0,high
1183,fog,36.7961,0,medium
824,clear,68.1517,0,medium
1153,clear,60.5606,0,medium
450,rain,79.5999,0,low
1730,fog,23.5837,0,high
1027,rain,61.3595,0,medium
612,rain,76.1359,0,medium
953,clear,75.9007,0,medium
907,clear,72.9751,0,medium
1085,clear,64.8004,0,medium
743,clear,75.6885,0,medium
1773,fog,26.5072,0,high
1971,fog,14.95,1,high
273,rain,75.859,0,low
1761,clear,53.1219,0,high
524,clear,93.2846,0,low
1297,clear,56.4931,0,medium
336,clear,82.257,0,low
410,fog,66.3456,0,low
1243,rain,59.3932,0,medium
1149,clear,64.236,0,medium
404,rain,78.2927,1,low
946,rain,61.4898,0,medium
438,clear,93.5118,0,low
1043,clear,69.0783,0,medium
563,clear,82.1558,0,low
726,clear,73.3886,0,medium
1972,clear,36.2619,0,high
676,clear,75.5282,0,medium
1176,fog,43.3925,0,medium
1843,clear,32.6536,0,high
323,clear,86.7579,0,low
1185,clear,62.3242,0,medium
1890,clear,43.3099,0,high
1000,clear,80.2794,0,medium
1878,fog,21.358,0,high
574,clear,80.9098,0,low
1055,clear,69.378,0,medium
1032,rain,46.3957,0,medium
1109,clear,66.1438,0,medium
1934,clear,37.5451,0,high
740,fog,60.2876,0,medium
338,clear,86.1798,0,low
144,fog,74.4167,0,low
927,fog,50.6799,0,medium
1405,clear,61.8687,0,high
1760,clear,41.3323,0,high
1511,fog,26.5059,0,high
181,clear,101.9939,0,low
1427,clear,53.6822,0,high
128,fog,70.8583,0,low
1775,rain,29.409,0,high
1422,fog,37.1393,0,high
1587,rain,39.8813,0,high
1278,fog,41.546,0,medium
567,fog,57.4588,0,low
1340,rain,50.1205,0,medium
380,snow,53.116,1,low
1429,clear,56.1791,0,high
1837,clear,40.3521,0,high
374,snow,56.6136,1,low
824,clear,76.1929,0,medium
974,clear,73.058,0,medium
1276,clear,59.1201,0,medium
1611,clear,56.3424,0,high
735,clear,76.4596,0,medium
1678,clear,58.214,0,high
1263,rain,51.7516,0,medium
1308,clear,61.0481,0,medium
1991,fog,12.6597,0,high
908,clear,78.3452,0,medium
191,clear,101.0219,0,low
1714,fog,17.5693,0,high
1052,clear,72.7656,0,medium
1742,rain,32.6221,0,high
168,clear,90.4315,0,low
1559,rain,33.9735,0,high
706,rain,63.0897,0,medium
1013,clear,80.5036,0,medium
1125,snow,28.2543,0,medium
368,rain,70.1522,0,low
522,clear,83.0682,0,low
1659,rain,39.2396,0,high
907,clear,75.5996,0,medium
1322,rain,43.2193,0,medium
690,fog,58.277,0,medium
466,fog,56.027,0,low
1709,fog,27.2924,0,high
400,fog,63.1466,0,low
1342,clear,67.1702,0,medium
1251,clear,67.9118,0,medium
539,fog,55.9648,0,low
1033,rain,59.2749,0,medium
714,clear,69.6861,0,medium
820,clear,70.4079,0,medium
140,clear,99.6171,0,low
1395,clear,55.2617,0,medium
1373,clear,58.019,0,medium
597,clear,80.8289,0,low
179,clear,90.2046,0,low
1285,rain,35.482,0,medium
1031,snow,31.0702,0,medium
1288,clear,65.8735,0,medium
1632,clear,45.9317,0,high
482,fog,62.956,0,low
1366,clear,56.83,0,medium
158,clear,99.6168,0,low
1501,fog,26.6835,0,high
410,clear,89.4835,0,low
1657,clear,42.6673,0,high
305,clear,93.241,0,low
949,rain,50.7756,0,medium
665,rain,68.858,0,medium
984,snow,42.5701,0,medium
418,clear,88.9738,0,low
1162,clear,70.3886,0,medium
640,clear,90.5223,1,medium
1742,clear,44.2032,0,high
1272,fog,34.5029,0,medium
465,rain,74.5311,0,low
1355,clear,58.5272,0,medium
1959,fog,10.7703,0,high
1803,clear,52.3289,0,high
797,fog,43.8546,0,medium
1337,rain,49.6014,0,medium
947,clear,68.3587,0,medium
580,fog,60.4499,0,low
1176,fog,42.9876,0,medium
306,clear,102.7653,0,low
865,clear,68.9192,0,medium
427,rain,80.2797,0,low
532,clear,85.7426,0,low
809,snow,40.2447,0,medium
409,clear,92.4218,0,low
1257,clear,55.6646,0,medium
835,clear,75.9685,0,medium
461,clear,87.9223,0,low
1480,clear,54.6689,0,high
891,fog,52.4124,0,medium
830,rain,60.9132,1,medium
438,clear,82.2283,0,low
993,clear,71.0735,0,medium
1103,clear,65.5455,0,medium
1898,clear,33.4528,0,high
1558,rain,44.8328,0,high
1108,fog,42.1298,0,medium
1745,fog,20.3295,0,high
1602,rain,41.1093,0,high
1544,rain,42.2432,0,high
1631,clear,58.4513,0,high
1407,rain,45.0605,0,high
964,rain,50.4584,0,medium
1675,clear,45.268,0,high
1789,clear,46.6959,0,high
647,clear,77.2171,0,medium
1935,clear,41.5224,0,high
1693,clear,48.1056,0,high
538,clear,81.8672,0,low
1516,rain,29.6854,0,high
699,clear,87.902,0,medium
245,rain,71.7482,0,low
1299,fog,40.0877,0,medium
705,fog,53.638,0,medium
332,clear,92.4949,0,low
109,snow,61.729,0,low
855,rain,59.7928,0,medium
1087,clear,61.6752,0,medium
1845,clear,50.2465,0,high
580,fog,57.337,0,low
286,clear,99.4292,0,low
1656,clear,44.2349,0,high
1620,fog,26.442,0,high
1071,clear,68.0446,0,medium
917,fog,51.5966,0,medium
397,clear,97.5193,0,low
1115,rain,51.9013,0,medium
1697,clear,55.1706,0,high
1772,clear,50.7688,0,high
920,clear,69.7937,0,medium
390,clear,87.6235,0,low
1419,clear,46.571,0,high
874,snow,45.0775,0,medium
1986,clear,46.837,0,high
285,rain,82.2622,0,low
808,clear,73.5094,0,medium
1556,rain,40.4591,0,high
483,rain,73.2017,0,low
1557,clear,48.283,0,high
1444,rain,36.3021,0,high
484,clear,87.547,0,low
962,rain,52.1861,0,medium
758,rain,60.2629,0,medium
1305,clear,61.463,0,medium
709,fog,54.9903,0,medium
142,clear,96.9482,0,low
1839,clear,54.5329,0,high
146,clear,101.3437,0,low
1178,rain,54.5148,0,medium
1253,clear,61.4353,0,medium
1432,rain,42.8969,0,high
507,snow,48.1565,0,low
1524,clear,53.7087,0,high
1838,rain,29.1939,0,high
1897,fog,15.9295,0,high
435,fog,59.0914,0,low
1735,clear,45.1125,0,high
618,rain,69.7171,0,medium
1644,clear,43.5033,0,high
990,snow,38.772,0,medium
1509,fog,35.2404,0,high
898,clear,72.4961,0,medium
1922,clear,40.3235,0,high
1642,clear,49.5413,0,high
852,rain,59.0188,0,medium
1396,clear,65.257,0,medium
1904,fog,19.6399,0,high
786,rain,61.2407,0,medium
1142,rain,47.0947,0,medium
1476,rain,46.3852,0,high
1336,clear,51.5685,0,medium
770,snow,36.8833,0,medium
1499,clear,55.482,0,high
239,clear,92.6356,0,low
1809,fog,27.309,0,high
1191,clear,68.7525,0,medium
1014,rain,59.3887,0,medium
1111,clear,65.2539,0,medium
476,clear,88.1139,0,low
1802,clear,52.4737,0,high
1209,clear,66.0853,0,medium
317,rain,69.9759,0,low
1711,rain,45.1744,0,high
1841,clear,43.3556,0,high
1661,clear,46.971,0,high
657,clear,78.85,0,medium
1814,rain,32.7147,0,high
1604,rain,35.5364,0,high
757,rain,61.352,0,medium
1437,clear,56.8216,0,high
1631,clear,50.8597,0,high
1891,clear,49.3993,0,high
1125,fog,53.5564,1,medium
1360,fog,31.4349,0,medium
513,fog,61.462,0,low
437,fog,68.0683,0,low
711,clear,79.7706,0,medium
1146,clear,63.9446,0,medium
1742,clear,62.7404,0,high
1107,clear,69.739,0,medium
737,clear,77.037,0,medium
1012,fog,42.7006,0,medium
609,snow,42.9029,0,medium
542,clear,85.4619,0,low
677,clear,79.0359,0,medium
1738,clear,55.577,0,high
663,fog,51.0887,0,medium
1132,clear,59.778,0,medium
393,clear,79.1188,0,low
665,clear,79.3789,0,medium
404,rain,70.345,0,low
1694,rain,33.3041,0,high
785,snow,39.5267,0,medium
1596,clear,43.0202,0,high
287,rain,77.4639,0,low
180,clear,93.803,0,low
1065,clear,64.3566,0,medium
1380,clear,52.9333,0,medium
1278,fog,38.554,0,medium
672,fog,58.21,0,medium
494,fog,62.8827,0,low
881,clear,77.297,0,medium
1485,clear,53.0251,0,high
1639,fog,25.7646,0,high
1833,clear,45.391,0,high
1194,rain,44.1119,0,medium
1583,rain,49.9875,1,high
922,snow,35.3169,1,medium
1665,clear,46.1966,0,high
272,rain,85.3325,1,low
184,rain,73.4721,0,low
1253,clear,60.8671,0,medium
282,clear,85.4765,0,low
559,clear,85.5963,0,low
1522,clear,54.4944,0,high
619,fog,54.3597,0,medium
1210,clear,71.9118,0,medium
1215,rain,42.7521,0,medium
1255,clear,63.8951,0,medium
905,fog,36.5746,0,medium
622,clear,79.104,0,medium
1814,clear,44.2133,0,high
1371,clear,54.7477,0,medium
501,fog,49.9232,0,low
1751,clear,44.068,0,high
1519,clear,48.5219,0,high
977,clear,72.3345,0,medium
1452,clear,57.0626,0,high
576,fog,56.859,0,low
1397,clear,61.7333,0,medium
421,fog,54.6034,0,low
1028,clear,67.207,0,medium
967,rain,54.6399,0,medium
1347,fog,38.8355,0,medium
579,clear,82.0211,0,low
1353,rain,40.1586,0,medium
1772,clear,48.8434,0,high
139,clear,105.2449,0,low
635,fog,56.3013,1,medium
754,clear,81.1949,0,medium
298,clear,87.2542,0,low
1916,clear,41.0459,0,high
246,clear,98.2713,0,low
259,clear,91.0513,0,low
1383,fog,35.7494,0,medium
821,clear,70.0101,0,medium
882,clear,70.6295,0,medium
947,clear,66.5538,0,medium
1913,clear,37.756,0,high
1058,clear,66.0024,0,medium
1157,clear,66.9611,0,medium
550,clear,79.5762,0,low
585,clear,79.0509,0,low
243,clear,96.0179,0,low
805,rain,59.6,0,medium
1515,clear,53.5439,0,high
1790,clear,49.9954,0,high
101,rain,78.7543,0,low
1849,rain,20.6572,0,high
1176,clear,62.5308,0,medium
1084,rain,58.0484,0,medium
367,clear,85.5003,0,low
302,clear,94.6135,0,low
779,clear,77.5826,0,medium
1446,rain,42.8879,0,high
1213,clear,68.1042,0,medium
1967,rain,23.0136,0,high
1340,rain,47.5563,0,medium
1732,clear,42.652,0,high
783,clear,74.3901,0,medium
769,clear,78.28,0,medium
482,clear,88.3356,0,low
1904,snow,14.3861,0,high
174,fog,77.18,1,low
1818,clear,46.3472,0,high
747,rain,51.7722,0,medium
166,rain,78.8113,1,low
1610,fog,27.9575,0,high
863,clear,71.9764,0,medium
1682,clear,44.2679,0,high
502,clear,86.6458,0,low
361,rain,77.3734,0,low
1288,fog,49.1741,0,medium
694,fog,61.336,0,medium
1666,clear,53.9882,0,high
600,fog,65.1121,0,low
1440,clear,69.9781,0,high
358,clear,89.0276,0,low
1844,clear,41.1378,0,high
628,clear,81.4383,0,medium
514,clear,83.9827,0,low
1096,clear,70.1562,0,medium
1367,fog,44.1063,0,medium
1365,clear,61.1589,0,medium
594,fog,54.6219,0,low
153,clear,94.4899,0,low
1296,rain,45.2165,0,medium
1376,clear,66.9556,0,medium
139,fog,72.5542,0,low
653,clear,71.8795,0,medium
823,clear,78.5545,0,medium
1689,clear,58.3849,0,high
273,clear,93.5515,0,low
331,rain,78.2076,0,low
961,clear,71.2818,0,medium
859,clear,66.3715,0,medium
1712,clear,44.6716,0,high
600,clear,82.6662,0,low
905,fog,53.6676,0,medium
507,clear,83.6887,0,low
1763,clear,42.5872,0,high
1100,rain,49.3547,0,medium
1287,clear,70.9145,0,medium
1367,fog,23.6401,0,medium
1877,fog,21.3914,0,high
1885,fog,10.3316,0,high
1483,clear,59.7041,0,high
729,rain,62.4133,0,medium
1069,rain,57.3026,0,medium
1139,clear,74.9061,0,medium
301,clear,99.7048,0,low
144,clear,95.1719,0,low
823,clear,72.8526,0,medium
1158,clear,58.8128,0,medium
892,rain,58.4229,0,medium
1842,clear,49.377,0,high
358,clear,90.4571,0,low
661,clear,82.5634,0,medium
297,rain,83.4948,0,low
1522,clear,58.9634,0,high
1972,clear,34.1049,0,high
101,clear,93.242,0,low
660,fog,53.7579,0,medium
1808,clear,50.8622,0,high
395,clear,87.1818,0,low
1434,rain,36.4145,0,high
1090,clear,67.0395,0,medium
574,rain,77.2214,0,low
511,fog,50.406,1,low
1422,fog,24.5401,0,high
1192,clear,66.2373,0,medium
527,fog,63.0673,0,low
1952,clear,35.7372,0,high
526,clear,84.2537,0,low
1760,rain,35.4873,0,high
1281,clear,70.5689,0,medium
556,rain,77.0088,0,low
1008,snow,35.8117,0,medium
193,clear,97.7259,0,low
1602,rain,42.9265,0,high
1444,clear,53.3838,0,high
986,clear,67.3178,0,medium
1674,clear,44.3647,0,high
1096,clear,56.6701,0,medium
1791,rain,30.3769,0,high
1386,clear,58.4606,0,medium
1321,snow,24.9494,0,medium
118,clear,95.0343,0,low
1645,clear,49.6332,0,high
1172,clear,67.2084,0,medium
465,clear,82.8187,0,low
1603,clear,51.9816,0,high
717,fog,49.9029,0,medium
1465,clear,56.5431,0,high
700,rain,61.3881,0,medium
1465,rain,40.9501,0,high
850,clear,77.622,0,medium
1873,clear,43.8045,0,high
1835,rain,24.6653,0,high
1557,clear,52.7918,0,high
965,fog,50.7794,0,medium
475,fog,48.875,0,low
1414,clear,58.3423,0,high
444,clear,85.1896,0,low
785,clear,75.8535,0,medium
925,clear,78.2285,0,medium
1705,rain,42.0926,0,high
1625,clear,52.7563,0,high
1126,clear,61.0567,0,medium
1827,clear,42.455,0,high
139,fog,79.165,0,low
1034,clear,61.9444,0,medium
1805,snow,13.3108,1,high
965,clear,65.9833,0,medium
227,fog,70.0935,0,low
294,rain,75.0168,0,low
1889,rain,24.1569,0,high
1986,fog,17.0266,1,high
1338,clear,58.9131,0,medium
672,clear,75.6965,0,medium
1477,clear,53.4919,0,high
434,clear,84.7525,0,low
1340,rain,40.8099,0,medium
1508,clear,61.0092,0,high
737,clear,79.127,0,medium
123,snow,65.8584,1,low
823,rain,60.183,0,medium
1140,clear,56.8271,0,medium
1188,clear,56.9803,0,medium
878,clear,81.9827,0,medium
1281,clear,56.3995,0,medium
1332,clear,50.1061,0,medium
1696,snow,10.0,0,high
1685,clear,56.6643,0,high
973,snow,33.5766,0,medium
1811,fog,29.5334,0,high
618,rain,73.3482,0,medium
667,clear,74.3384,0,medium
443,fog,56.9736,0,low
799,fog,56.0018,0,medium
137,clear,97.3351,0,low
1892,rain,32.5352,0,high
351,clear,77.6306,0,low
1053,rain,46.6203,0,medium
768,clear,82.5821,0,medium
1921,fog,10.0,0,high
209,clear,92.1227,0,low
461,clear,99.3795,0,low
838,clear,73.5905,0,medium
438,rain,77.2386,0,low
896,clear,75.1361,0,medium
275,clear,90.685,0,low
345,clear,94.7881,0,low
1188,clear,63.5963,0,medium
762,clear,78.8851,0,medium
1160,fog,36.7599,0,medium
1785,clear,42.1353,0,high
1781,rain,32.5913,0,high
680,clear,77.923,0,medium
1915,clear,43.4686,0,high
1921,clear,41.2814,0,high
410,clear,89.18,0,low
1711,clear,47.3554,0,high
442,clear,86.5094,0,low
1291,clear,63.9956,0,medium
715,snow,40.1076,0,medium
297,clear,88.8021,0,low
821,clear,80.0888,0,medium
1940,clear,45.4339,0,high
1488,clear,56.65,0,high
1522,clear,56.2227,0,high
1138,fog,41.4103,0,medium
1459,rain,39.7157,0,high
1587,clear,52.5852,0,high
262,clear,97.3933,1,low
1337,rain,46.6628,0,medium
606,clear,75.6252,0,medium
267,clear,89.7754,0,low
101,clear,103.8809,0,low
1121,snow,22.5411,0,medium
1612,rain,38.3733,0,high
1242,clear,62.0944,0,medium
512,clear,81.5797,0,low
803,rain,65.3113,0,medium
842,clear,77.4956,0,medium
811,clear,84.4356,0,medium
167,rain,74.2687,0,low
939,snow,38.9488,0,medium
152,clear,88.7079,0,low
209,fog,66.058,0,low
1104,rain,58.7302,0,medium
1949,snow,10.0,0,high
1014,rain,54.707,0,medium
1469,fog,27.4278,0,high
414,clear,80.2509,0,low
378,fog,71.8309,0,low
1599,clear,50.2102,0,high
1029,clear,67.5952,0,medium
1030,clear,64.4628,0,medium
881,clear,71.7876,0,medium
1867,clear,51.2218,0,high
470,rain,70.7239,0,low
623,clear,85.8063,0,medium
1193,fog,34.016,0,medium
1276,snow,26.6638,0,medium
721,rain,70.6315,0,medium
1169,rain,46.4683,0,medium
1616,clear,47.4169,0,high
265,fog,69.9584,0,low
1454,rain,47.8561,0,high
776,clear,86.7312,0,medium
528,clear,82.6123,0,low
1138,clear,64.4335,0,medium
1616,clear,60.3422,0,high
239,fog,67.4979,0,low
1484,clear,53.9414,0,high
1540,fog,35.2242,1,high
1930,fog,15.8519,0,high
304,clear,84.5453,0,low
1472,rain,33.6346,0,high
1994,clear,30.1813,0,high
1837,clear,47.621,0,high
837,clear,74.2297,0,medium
293,rain,73.783,0,low
472,clear,85.1051,0,low
1080,rain,56.0546,0,medium
317,clear,95.4538,0,low
1589,clear,52.451,0,high
1214,clear,57.4974,0,medium
1106,clear,73.6006,0,medium
1211,rain,53.6377,0,medium
362,clear,90.6347,0,low
370,clear,90.5943,0,low
1279,clear,69.0124,0,medium
935,clear,74.0728,0,medium
1521,fog,20.7716,0,high
765,clear,77.6324,0,medium
974,rain,52.71,0,medium
288,clear,97.8026,1,low
1819,clear,38.9338,0,high
1275,fog,36.0851,0,medium
1067,clear,59.6636,0,medium
526,clear,90.0763,0,low
727,clear,87.2077,0,medium
1810,clear,47.0891,0,high
543,clear,79.9948,0,low
881,clear,78.0006,0,medium
892,clear,81.9067,0,medium
288,clear,88.5819,0,low
1831,clear,42.3665,0,high
1219,clear,62.3569,0,medium
838,rain,64.7397,0,medium
1161,rain,50.3615,0,medium
517,clear,80.675,0,low
1968,clear,50.2899,0,high
1350,clear,62.4174,0,medium
1220,fog,34.5954,0,medium
1169,clear,59.2532,0,medium
1264,rain,42.7273,0,medium
878,clear,68.8976,0,medium
283,clear,88.5132,0,low
242,clear,102.8905,0,low
676,rain,67.9546,0,medium
539,rain,72.9721,0,low
168,fog,64.0943,0,low
1027,clear,63.5359,0,medium
595,clear,81.4533,0,low
1838,clear,45.6371,0,high
117,snow,62.5808,1,low
1821,clear,53.0802,0,high
1349,fog,32.5231,0,medium
706,clear,76.3153,0,medium
481,clear,91.4225,0,low
291,clear,98.3686,0,low
1652,clear,52.5714,0,high
132,clear,89.7578,0,low
959,fog,43.7242,0,medium
431,clear,84.838,0,low
1303,rain,42.092,0,medium
1750,clear,44.4788,0,high
1458,fog,26.5813,0,high
707,clear,83.4073,0,medium
885,clear,77.4698,0,medium
137,fog,68.8572,0,low
817,rain,65.0652,0,medium
1962,rain,21.113,0,high
1079,clear,75.2095,0,medium
565,rain,61.9268,0,low
1518,rain,33.8914,0,high
1642,clear,54.9553,0,high
1075,rain,57.1803,0,medium
1215,clear,65.7446,0,medium
1701,clear,47.9232,0,high
1237,clear,63.5287,0,medium
454,snow,53.388,1,low
920,fog,35.2189,0,medium
944,clear,64.8638,0,medium
161,rain,84.0174,0,low
1477,clear,45.5098,0,high
1520,clear,53.4155,0,high
232,clear,79.8815,0,low
1152,clear,66.2646,0,medium
353,clear,94.8042,0,low
1882,clear,42.1854,0,high
1729,clear,48.6058,0,high
1169,clear,67.8745,0,medium
1753,clear,53.1896,0,high
1627,clear,46.511,0,high
1899,clear,50.0557,0,high
1472,fog,31.6322,0,high
1474,clear,66.9862,0,high
1806,clear,46.7955,0,high
1837,clear,36.1432,0,high
945,rain,49.3125,0,medium
876,clear,78.1533,0,medium
313,rain,78.6608,0,low
1564,snow,18.4066,0,high
913,clear,79.2893,0,medium
1967,clear,46.238,0,high
504,clear,83.3603,0,low
1593,rain,32.2497,0,high
1960,clear,29.186,0,high
1231,rain,42.4447,0,medium
1440,clear,45.8739,0,high
712,clear,69.3741,0,medium
1113,clear,66.3921,0,medium
628,clear,81.4368,0,medium
613,clear,82.3768,0,medium
1392,clear,56.0281,0,medium
1472,clear,49.9628,0,high
1262,clear,56.2349,0,medium
1424,clear,46.5685,0,high
1178,snow,24.0414,0,medium
184,clear,95.4964,0,low
1438,snow,30.8574,0,high
1717,clear,53.3308,0,high
925,clear,72.2797,0,medium
1329,rain,42.6757,0,medium
368,clear,77.8561,0,low
1853,rain,27.9379,1,high
1951,rain,26.6848,0,high
1143,rain,51.0707,0,medium
973,clear,67.5992,0,medium
665,clear,70.3669,0,medium
356,clear,86.8462,0,low
887,rain,60.0479,0,medium
136,fog,72.0657,0,low
992,rain,57.4882,0,medium
490,rain,69.523,1,low
1787,clear,49.8406,0,high
138,clear,90.6044,1,low
1530,clear,48.9388,0,high
909,rain,52.7214,0,medium
598,clear,80.3301,0,low
566,fog,58.7025,0,low
1186,clear,64.5156,0,medium
1726,rain,28.8322,0,high
957,fog,50.1546,1,medium
998,clear,69.0235,0,medium
610,clear,82.3123,0,medium
160,clear,93.7606,0,low
1557,clear,51.1176,0,high
658,clear,74.6695,0,medium
1132,clear,68.0703,0,medium
318,fog,67.5818,0,low
1324,clear,68.8726,0,medium
572,clear,91.5664,1,low
106,rain,81.1703,0,low
1435,clear,56.3877,0,high
334,rain,71.4081,0,low
1420,fog,41.7703,0,high
1076,clear,63.1882,0,medium
1900,clear,46.0985,0,high
1228,clear,62.7601,0,medium
1948,clear,54.2114,0,high
1530,clear,52.8694,0,high
223,fog,71.4093,0,low
1258,clear,58.4678,0,medium
1591,clear,57.8622,0,high
1269,fog,42.0934,0,medium
1445,clear,60.0342,0,high
1217,clear,65.355,0,medium
1130,rain,51.4777,0,medium
204,fog,59.2926,0,low
344,clear,94.7485,0,low
1028,rain,47.1532,0,medium
275,fog,76.6863,1,low
1596,clear,45.8706,0,high
965,rain,48.7603,0,medium
1944,fog,18.1227,0,high
182,clear,98.8042,0,low
121,clear,98.5561,0,low
1692,rain,33.377,0,high
1959,clear,32.8298,0,high
1608,rain,42.138,0,high
935,clear,65.917,0,medium
355,fog,67.6121,0,low
1032,clear,70.5876,0,medium
592,snow,37.0641,1,low
263,rain,79.6578,0,low
